sport,game_id,game_date,league_id,league_name,season,home_team_id,home_team_name,away_team_id,away_team_name,result,odds_home,odds_away,odds_draw,favourite
baseball,154355,2024-06-21T01:40:00+00:00,1,MLB,2024,30,San Diego Padres,20,Milwaukee Brewers,home,1.903076923076923,1.9176923076923076,10000,home
baseball,154356,2024-06-21T18:20:00+00:00,1,MLB,2024,6,Chicago Cubs,24,New York Mets,away,1.643076923076923,2.295384615384615,10000,home
baseball,154359,2024-06-21T22:40:00+00:00,1,MLB,2024,12,Detroit Tigers,7,Chicago White Sox,home,1.5584615384615386,2.496923076923077,10000,home
baseball,154360,2024-06-21T22:40:00+00:00,1,MLB,2024,27,Philadelphia Phillies,2,Arizona Diamondbacks,away,1.7153846153846153,2.1730769230769234,10000,home
baseball,154361,2024-06-21T22:40:00+00:00,1,MLB,2024,28,Pittsburgh Pirates,34,Tampa Bay Rays,away,2.086923076923077,1.7753846153846151,10000,home
baseball,154362,2024-06-21T23:05:00+00:00,1,MLB,2024,25,New York Yankees,3,Atlanta Braves,away,1.9046153846153848,1.9223076923076925,10000,home
baseball,154357,2024-06-21T23:10:00+00:00,1,MLB,2024,9,Cleveland Guardians,36,Toronto Blue Jays,home,1.766923076923077,2.0953846153846154,10000,home
baseball,154363,2024-06-21T23:10:00+00:00,1,MLB,2024,8,Cincinnati Reds,5,Boston Red Sox,home,1.9569230769230768,1.8784615384615384,10000,home
baseball,154364,2024-06-21T23:10:00+00:00,1,MLB,2024,19,Miami Marlins,32,Seattle Mariners,home,2.4623076923076925,1.5684615384615386,10000,home
basketball,384853,2024-06-21T23:30:00+00:00,13,NBA W,2024,162,Atlanta Dream W,166,Indiana Fever W,away,2.282,1.6373333333333333,10000,home
football,1145524,2024-06-21T19:00:00+00:00,4,Euros Championship,2024,1118,Netherlands,2,France,draw,3.151764705882353,2.4111764705882353,3.2105882352941175,home
football,1189849,2024-06-21T13:00:00+00:00,4,Euros Championship,2024,773,Slovakia,772,Ukraine,away,3.3770588235294117,2.243529411764706,3.3288235294117645,away
football,1189850,2024-06-21T16:00:00+00:00,4,Euros Championship,2024,24,Poland,775,Austria,away,3.7205882352941178,2.0623529411764707,3.435294117647059,away
afl,2866,2024-06-22T03:45:00+00:00,1,AFL Premiership,2024,11,Port Adelaide Power,2,Brisbane Lions,away,1.972,1.806,10000,home
afl,2867,2024-06-22T06:35:00+00:00,1,AFL Premiership,2024,18,Greater Western Sydney Giants,14,Sydney Swans,away,2.896,1.401,10000,home
afl,2868,2024-06-22T09:30:00+00:00,1,AFL Premiership,2024,9,Melbourne Demons,10,North Melbourne Kangaroos,home,1.208,4.312,10000,home
baseball,154365,2024-06-22T00:05:00+00:00,1,MLB,2024,35,Texas Rangers,16,Kansas City Royals,home,1.6683333333333332,2.2625,10000,home
baseball,154358,2024-06-22T00:10:00+00:00,1,MLB,2024,15,Houston Astros,4,Baltimore Orioles,home,2.2876923076923075,1.6492307692307693,10000,home
baseball,154366,2024-06-22T00:40:00+00:00,1,MLB,2024,10,Colorado Rockies,37,Washington Nationals,away,2.0515384615384615,1.8,10000,home
baseball,154367,2024-06-22T01:40:00+00:00,1,MLB,2024,26,Oakland Athletics,22,Minnesota Twins,home,2.3315384615384613,1.6276923076923078,10000,home
baseball,154368,2024-06-22T01:40:00+00:00,1,MLB,2024,30,San Diego Padres,20,Milwaukee Brewers,home,1.6184615384615384,2.356153846153846,10000,home
baseball,154369,2024-06-22T02:10:00+00:00,1,MLB,2024,18,Los Angeles Dodgers,17,Los Angeles Angels,away,1.543076923076923,2.5330769230769232,10000,home
baseball,154370,2024-06-22T17:10:00+00:00,1,MLB,2024,12,Detroit Tigers,7,Chicago White Sox,away,1.5915384615384616,2.4092307692307693,10000,home
baseball,154371,2024-06-22T18:15:00+00:00,1,MLB,2024,33,St.Louis Cardinals,31,San Francisco Giants,home,1.8384615384615384,1.9969230769230768,10000,home
baseball,154372,2024-06-22T18:20:00+00:00,1,MLB,2024,6,Chicago Cubs,24,New York Mets,home,2.033076923076923,1.8161538461538465,10000,home
basketball,384854,2024-06-22T02:00:00+00:00,13,NBA W,2024,167,Las Vegas Aces W,164,Connecticut Sun W,home,1.4473333333333334,2.776666666666667,10000,home
basketball,384855,2024-06-22T19:00:00+00:00,13,NBA W,2024,175,Washington Mystics W,165,Dallas Wings W,home,2.2585714285714285,1.6457142857142857,10000,home
basketball,384856,2024-06-22T19:00:00+00:00,13,NBA W,2024,170,New York Liberty W,168,Los Angeles Sparks W,home,1.0571428571428572,10.050714285714283,10000,home
football,1145525,2024-06-22T19:00:00+00:00,4,Euros Championship,2024,1,Belgium,774,Romania,home,1.4235294117647057,7.753529411764706,4.715294117647058,home
football,1145526,2024-06-22T16:00:00+00:00,4,Euros Championship,2024,777,Türkiye,27,Portugal,away,5.4,1.6405882352941177,4.024117647058824,away
football,1189851,2024-06-22T13:00:00+00:00,4,Euros Championship,2024,1104,Georgia,770,Czech Republic,draw,4.507058823529412,1.81,3.702941176470589,away
afl,2869,2024-06-23T03:00:00+00:00,1,AFL Premiership,2024,5,Essendon Bombers,15,West Coast Eagles,home,1.123,5.9,10000,home
afl,2870,2024-06-23T06:00:00+00:00,1,AFL Premiership,2024,6,Fremantle Dockers,17,Gold Coast Suns,home,1.37,3.042,10000,home
baseball,154383,2024-06-23T01:10:00+00:00,1,MLB,2024,10,Colorado Rockies,37,Washington Nationals,home,1.9184615384615384,1.9046153846153848,10000,home
baseball,154384,2024-06-23T02:10:00+00:00,1,MLB,2024,18,Los Angeles Dodgers,17,Los Angeles Angels,home,1.244615384615385,4.158461538461538,10000,home
baseball,154386,2024-06-23T15:35:00+00:00,1,MLB,2024,27,Philadelphia Phillies,2,Arizona Diamondbacks,home,1.406923076923077,3.0084615384615385,10000,home
baseball,154385,2024-06-23T17:35:00+00:00,1,MLB,2024,28,Pittsburgh Pirates,34,Tampa Bay Rays,away,1.583846153846154,2.423076923076923,10000,home
baseball,154387,2024-06-23T17:35:00+00:00,1,MLB,2024,25,New York Yankees,3,Atlanta Braves,away,1.8415384615384616,1.9938461538461536,10000,home
baseball,154388,2024-06-23T17:40:00+00:00,1,MLB,2024,8,Cincinnati Reds,5,Boston Red Sox,away,1.6115384615384616,2.3661538461538463,10000,home
baseball,154389,2024-06-23T17:40:00+00:00,1,MLB,2024,12,Detroit Tigers,7,Chicago White Sox,home,1.5176923076923077,2.6084615384615386,10000,home
baseball,154390,2024-06-23T17:40:00+00:00,1,MLB,2024,19,Miami Marlins,32,Seattle Mariners,home,2.28,1.6546153846153846,10000,home
baseball,154396,2024-06-23T17:40:00+00:00,1,MLB,2024,9,Cleveland Guardians,36,Toronto Blue Jays,home,1.8646153846153848,1.96,10000,home
basketball,384857,2024-06-23T00:00:00+00:00,13,NBA W,2024,169,Minnesota Lynx W,171,Phoenix Mercury W,home,1.4264285714285714,2.8164285714285713,10000,home
basketball,384858,2024-06-23T19:00:00+00:00,13,NBA W,2024,162,Atlanta Dream W,170,New York Liberty W,away,4.432,1.2133333333333334,10000,home
basketball,384859,2024-06-23T19:00:00+00:00,13,NBA W,2024,175,Washington Mystics W,165,Dallas Wings W,home,1.8186666666666669,2.002,10000,home
basketball,384861,2024-06-23T19:00:00+00:00,13,NBA W,2024,172,Seattle Storm W,164,Connecticut Sun W,home,1.8046666666666664,2.026,10000,home
basketball,384860,2024-06-23T20:00:00+00:00,13,NBA W,2024,163,Chicago Sky W,166,Indiana Fever W,home,1.7426666666666666,2.108,10000,home
football,1145527,2024-06-23T19:00:00+00:00,4,Euros Championship,2024,15,Switzerland,25,Germany,draw,6.011764705882353,1.6411764705882352,3.724117647058823,away
football,1145528,2024-06-23T19:00:00+00:00,4,Euros Championship,2024,1108,Scotland,769,Hungary,away,2.6758823529411764,2.458823529411765,3.792941176470588,home
baseball,154399,2024-06-24T22:35:00+00:00,1,MLB,2024,4,Baltimore Orioles,9,Cleveland Guardians,away,1.840769230769231,1.9984615384615383,10000,home
